STATUS | wrapper  | 2013/03/10 16:43:44 | --> Wrapper Started as Console
ERROR  | wrapper  | 2013/03/10 16:47:23 | JVM exited while loading the application.
STATUS | wrapper  | 2013/03/10 16:47:27 | Launching a JVM...
INFO   | jvm 5    | 2013/03/10 16:47:28 | WrapperManager: Initializing...
INFO   | jvm 5    | 2013/03/10 16:47:28 | WrapperManager: 
INFO   | jvm 5    | 2013/03/10 16:47:28 | WrapperManager: WARNING - Unable to load the Wrapper's native library 'wrapper.dll'.
INFO   | jvm 5    | 2013/03/10 16:47:28 | WrapperManager:           The file is located on the path at the following location but
INFO   | jvm 5    | 2013/03/10 16:47:28 | WrapperManager:           could not be loaded:
INFO   | jvm 5    | 2013/03/10 16:47:28 | WrapperManager:             D:\Development\ComputerShutdown\bin\..\bin\native\lib64\wrapper.dll
INFO   | jvm 5    | 2013/03/10 16:47:28 | WrapperManager:           Please verify that the file is both readable and executable by the
INFO   | jvm 5    | 2013/03/10 16:47:28 | WrapperManager:           current user and that the file has not been corrupted in any way.
INFO   | jvm 5    | 2013/03/10 16:47:28 | WrapperManager:           One common cause of this problem is running a 32-bit version
INFO   | jvm 5    | 2013/03/10 16:47:28 | WrapperManager:           of the Wrapper with a 64-bit version of Java, or vica versa.
INFO   | jvm 5    | 2013/03/10 16:47:28 | WrapperManager:           This is a 64-bit JVM.
INFO   | jvm 5    | 2013/03/10 16:47:28 | WrapperManager:           Reported cause:
INFO   | jvm 5    | 2013/03/10 16:47:28 | WrapperManager:             D:\Development\ComputerShutdown\bin\native\lib64\wrapper.dll: Can't load IA 32-bit .dll on a AMD 64-bit platform
INFO   | jvm 5    | 2013/03/10 16:47:28 | WrapperManager:           System signals will not be handled correctly.
INFO   | jvm 5    | 2013/03/10 16:47:28 | WrapperManager: 
INFO   | jvm 5    | 2013/03/10 16:47:28 | WrapperSimpleApp Error: Unable to locate the class main.ShutdownComputer : java.lang.ClassNotFoundException: main.ShutdownComputer
INFO   | jvm 5    | 2013/03/10 16:47:28 | 
INFO   | jvm 5    | 2013/03/10 16:47:28 | WrapperSimpleApp Usage:
INFO   | jvm 5    | 2013/03/10 16:47:28 |   java org.tanukisoftware.wrapper.WrapperSimpleApp {app_class{/app_method}} [app_arguments]
INFO   | jvm 5    | 2013/03/10 16:47:28 | 
INFO   | jvm 5    | 2013/03/10 16:47:28 | Where:
INFO   | jvm 5    | 2013/03/10 16:47:28 |   app_class:      The fully qualified class name of the application to run.
INFO   | jvm 5    | 2013/03/10 16:47:28 |   app_arguments:  The arguments that would normally be passed to the
INFO   | jvm 5    | 2013/03/10 16:47:28 |                   application.
ERROR  | wrapper  | 2013/03/10 16:47:30 | JVM exited while loading the application.
FATAL  | wrapper  | 2013/03/10 16:47:30 | There were 5 failed launches in a row, each lasting less than 300 seconds.  Giving up.
FATAL  | wrapper  | 2013/03/10 16:47:30 |   There may be a configuration problem: please check the logs.
STATUS | wrapper  | 2013/03/10 16:47:30 | <-- Wrapper Stopped
STATUS | wrapper  | 2013/03/10 16:50:19 | --> Wrapper Started as Console
STATUS | wrapper  | 2013/03/10 16:50:19 | Java Service Wrapper Community Edition 32-bit 3.5.17
STATUS | wrapper  | 2013/03/10 16:50:19 |   Copyright (C) 1999-2012 Tanuki Software, Ltd. All Rights Reserved.
STATUS | wrapper  | 2013/03/10 16:50:19 |     http://wrapper.tanukisoftware.com
STATUS | wrapper  | 2013/03/10 16:50:19 | 
STATUS | wrapper  | 2013/03/10 16:50:20 | Launching a JVM...
INFO   | jvm 1    | 2013/03/10 16:50:20 | WrapperManager: Initializing...
INFO   | jvm 1    | 2013/03/10 16:50:20 | WrapperManager: 
INFO   | jvm 1    | 2013/03/10 16:50:20 | WrapperManager: WARNING - Unable to load the Wrapper's native library 'wrapper.dll'.
INFO   | jvm 1    | 2013/03/10 16:50:20 | WrapperManager:           The file is located on the path at the following location but
INFO   | jvm 1    | 2013/03/10 16:50:20 | WrapperManager:           could not be loaded:
INFO   | jvm 1    | 2013/03/10 16:50:20 | WrapperManager:             D:\Development\ComputerShutdown\bin\..\bin\native\lib64\wrapper.dll
INFO   | jvm 1    | 2013/03/10 16:50:20 | WrapperManager:           Please verify that the file is both readable and executable by the
INFO   | jvm 1    | 2013/03/10 16:50:20 | WrapperManager:           current user and that the file has not been corrupted in any way.
INFO   | jvm 1    | 2013/03/10 16:50:20 | WrapperManager:           One common cause of this problem is running a 32-bit version
INFO   | jvm 1    | 2013/03/10 16:50:20 | WrapperManager:           of the Wrapper with a 64-bit version of Java, or vica versa.
INFO   | jvm 1    | 2013/03/10 16:50:20 | WrapperManager:           This is a 64-bit JVM.
INFO   | jvm 1    | 2013/03/10 16:50:20 | WrapperManager:           Reported cause:
INFO   | jvm 1    | 2013/03/10 16:50:20 | WrapperManager:             D:\Development\ComputerShutdown\bin\native\lib64\wrapper.dll: Can't load IA 32-bit .dll on a AMD 64-bit platform
INFO   | jvm 1    | 2013/03/10 16:50:20 | WrapperManager:           System signals will not be handled correctly.
INFO   | jvm 1    | 2013/03/10 16:50:20 | WrapperManager: 
INFO   | jvm 1    | 2013/03/10 16:50:20 | WrapperSimpleApp Error: Unable to locate the class main.ShutdownComputer : java.lang.ClassNotFoundException: main.ShutdownComputer
INFO   | jvm 1    | 2013/03/10 16:50:20 | 
INFO   | jvm 1    | 2013/03/10 16:50:20 | WrapperSimpleApp Usage:
INFO   | jvm 1    | 2013/03/10 16:50:20 |   java org.tanukisoftware.wrapper.WrapperSimpleApp {app_class{/app_method}} [app_arguments]
INFO   | jvm 1    | 2013/03/10 16:50:20 | 
INFO   | jvm 1    | 2013/03/10 16:50:20 | Where:
INFO   | jvm 1    | 2013/03/10 16:50:20 |   app_class:      The fully qualified class name of the application to run.
INFO   | jvm 1    | 2013/03/10 16:50:20 |   app_arguments:  The arguments that would normally be passed to the
INFO   | jvm 1    | 2013/03/10 16:50:20 |                   application.
ERROR  | wrapper  | 2013/03/10 16:50:22 | JVM exited while loading the application.
STATUS | wrapper  | 2013/03/10 16:50:27 | Launching a JVM...
INFO   | jvm 2    | 2013/03/10 16:50:27 | WrapperManager: Initializing...
INFO   | jvm 2    | 2013/03/10 16:50:27 | WrapperManager: 
INFO   | jvm 2    | 2013/03/10 16:50:27 | WrapperManager: WARNING - Unable to load the Wrapper's native library 'wrapper.dll'.
INFO   | jvm 2    | 2013/03/10 16:50:27 | WrapperManager:           The file is located on the path at the following location but
INFO   | jvm 2    | 2013/03/10 16:50:27 | WrapperManager:           could not be loaded:
INFO   | jvm 2    | 2013/03/10 16:50:27 | WrapperManager:             D:\Development\ComputerShutdown\bin\..\bin\native\lib64\wrapper.dll
INFO   | jvm 2    | 2013/03/10 16:50:27 | WrapperManager:           Please verify that the file is both readable and executable by the
INFO   | jvm 2    | 2013/03/10 16:50:27 | WrapperManager:           current user and that the file has not been corrupted in any way.
INFO   | jvm 2    | 2013/03/10 16:50:27 | WrapperManager:           One common cause of this problem is running a 32-bit version
INFO   | jvm 2    | 2013/03/10 16:50:27 | WrapperManager:           of the Wrapper with a 64-bit version of Java, or vica versa.
INFO   | jvm 2    | 2013/03/10 16:50:27 | WrapperManager:           This is a 64-bit JVM.
INFO   | jvm 2    | 2013/03/10 16:50:27 | WrapperManager:           Reported cause:
INFO   | jvm 2    | 2013/03/10 16:50:27 | WrapperManager:             D:\Development\ComputerShutdown\bin\native\lib64\wrapper.dll: Can't load IA 32-bit .dll on a AMD 64-bit platform
INFO   | jvm 2    | 2013/03/10 16:50:27 | WrapperManager:           System signals will not be handled correctly.
INFO   | jvm 2    | 2013/03/10 16:50:27 | WrapperManager: 
INFO   | jvm 2    | 2013/03/10 16:50:27 | WrapperSimpleApp Error: Unable to locate the class main.ShutdownComputer : java.lang.ClassNotFoundException: main.ShutdownComputer
INFO   | jvm 2    | 2013/03/10 16:50:27 | 
INFO   | jvm 2    | 2013/03/10 16:50:27 | WrapperSimpleApp Usage:
INFO   | jvm 2    | 2013/03/10 16:50:27 |   java org.tanukisoftware.wrapper.WrapperSimpleApp {app_class{/app_method}} [app_arguments]
INFO   | jvm 2    | 2013/03/10 16:50:27 | 
INFO   | jvm 2    | 2013/03/10 16:50:27 | Where:
INFO   | jvm 2    | 2013/03/10 16:50:27 |   app_class:      The fully qualified class name of the application to run.
INFO   | jvm 2    | 2013/03/10 16:50:27 |   app_arguments:  The arguments that would normally be passed to the
INFO   | jvm 2    | 2013/03/10 16:50:27 |                   application.
ERROR  | wrapper  | 2013/03/10 16:50:29 | JVM exited while loading the application.
STATUS | wrapper  | 2013/03/10 16:50:33 | Launching a JVM...
INFO   | jvm 3    | 2013/03/10 16:50:34 | WrapperManager: Initializing...
INFO   | jvm 3    | 2013/03/10 16:50:34 | WrapperManager: 
INFO   | jvm 3    | 2013/03/10 16:50:34 | WrapperManager: WARNING - Unable to load the Wrapper's native library 'wrapper.dll'.
INFO   | jvm 3    | 2013/03/10 16:50:34 | WrapperManager:           The file is located on the path at the following location but
INFO   | jvm 3    | 2013/03/10 16:50:34 | WrapperManager:           could not be loaded:
INFO   | jvm 3    | 2013/03/10 16:50:34 | WrapperManager:             D:\Development\ComputerShutdown\bin\..\bin\native\lib64\wrapper.dll
INFO   | jvm 3    | 2013/03/10 16:50:34 | WrapperManager:           Please verify that the file is both readable and executable by the
INFO   | jvm 3    | 2013/03/10 16:50:34 | WrapperManager:           current user and that the file has not been corrupted in any way.
INFO   | jvm 3    | 2013/03/10 16:50:34 | WrapperManager:           One common cause of this problem is running a 32-bit version
INFO   | jvm 3    | 2013/03/10 16:50:34 | WrapperManager:           of the Wrapper with a 64-bit version of Java, or vica versa.
INFO   | jvm 3    | 2013/03/10 16:50:34 | WrapperManager:           This is a 64-bit JVM.
INFO   | jvm 3    | 2013/03/10 16:50:34 | WrapperManager:           Reported cause:
INFO   | jvm 3    | 2013/03/10 16:50:34 | WrapperManager:             D:\Development\ComputerShutdown\bin\native\lib64\wrapper.dll: Can't load IA 32-bit .dll on a AMD 64-bit platform
INFO   | jvm 3    | 2013/03/10 16:50:34 | WrapperManager:           System signals will not be handled correctly.
INFO   | jvm 3    | 2013/03/10 16:50:34 | WrapperManager: 
INFO   | jvm 3    | 2013/03/10 16:50:34 | WrapperSimpleApp Error: Unable to locate the class main.ShutdownComputer : java.lang.ClassNotFoundException: main.ShutdownComputer
INFO   | jvm 3    | 2013/03/10 16:50:34 | 
INFO   | jvm 3    | 2013/03/10 16:50:34 | WrapperSimpleApp Usage:
INFO   | jvm 3    | 2013/03/10 16:50:34 |   java org.tanukisoftware.wrapper.WrapperSimpleApp {app_class{/app_method}} [app_arguments]
INFO   | jvm 3    | 2013/03/10 16:50:34 | 
INFO   | jvm 3    | 2013/03/10 16:50:34 | Where:
INFO   | jvm 3    | 2013/03/10 16:50:34 |   app_class:      The fully qualified class name of the application to run.
INFO   | jvm 3    | 2013/03/10 16:50:34 |   app_arguments:  The arguments that would normally be passed to the
INFO   | jvm 3    | 2013/03/10 16:50:34 |                   application.
STATUS | wrapper  | 2013/03/10 16:50:35 | CTRL-C trapped.  Shutting down.
WARN   | wrapper  | 2013/03/10 16:50:35 | JVM exited unexpectedly while stopping the application.
STATUS | wrapper  | 2013/03/10 16:50:36 | <-- Wrapper Stopped
STATUS | wrapper  | 2013/03/10 16:53:15 | --> Wrapper Started as Console
STATUS | wrapper  | 2013/03/10 16:53:15 | Java Service Wrapper Community Edition 32-bit 3.5.17
STATUS | wrapper  | 2013/03/10 16:53:15 |   Copyright (C) 1999-2012 Tanuki Software, Ltd. All Rights Reserved.
STATUS | wrapper  | 2013/03/10 16:53:15 |     http://wrapper.tanukisoftware.com
STATUS | wrapper  | 2013/03/10 16:53:15 | 
STATUS | wrapper  | 2013/03/10 16:53:16 | Launching a JVM...
INFO   | jvm 1    | 2013/03/10 16:53:16 | WrapperManager: Initializing...
INFO   | jvm 1    | 2013/03/10 16:53:16 | WrapperManager: 
INFO   | jvm 1    | 2013/03/10 16:53:16 | WrapperManager: WARNING - Unable to load the Wrapper's native library 'wrapper.dll'.
INFO   | jvm 1    | 2013/03/10 16:53:16 | WrapperManager:           The file is located on the path at the following location but
INFO   | jvm 1    | 2013/03/10 16:53:16 | WrapperManager:           could not be loaded:
INFO   | jvm 1    | 2013/03/10 16:53:16 | WrapperManager:             D:\Development\ComputerShutdown\bin\..\bin\native\lib64\wrapper.dll
INFO   | jvm 1    | 2013/03/10 16:53:16 | WrapperManager:           Please verify that the file is both readable and executable by the
INFO   | jvm 1    | 2013/03/10 16:53:16 | WrapperManager:           current user and that the file has not been corrupted in any way.
INFO   | jvm 1    | 2013/03/10 16:53:16 | WrapperManager:           One common cause of this problem is running a 32-bit version
INFO   | jvm 1    | 2013/03/10 16:53:16 | WrapperManager:           of the Wrapper with a 64-bit version of Java, or vica versa.
INFO   | jvm 1    | 2013/03/10 16:53:16 | WrapperManager:           This is a 64-bit JVM.
INFO   | jvm 1    | 2013/03/10 16:53:16 | WrapperManager:           Reported cause:
INFO   | jvm 1    | 2013/03/10 16:53:16 | WrapperManager:             D:\Development\ComputerShutdown\bin\native\lib64\wrapper.dll: Can't load IA 32-bit .dll on a AMD 64-bit platform
INFO   | jvm 1    | 2013/03/10 16:53:16 | WrapperManager:           System signals will not be handled correctly.
INFO   | jvm 1    | 2013/03/10 16:53:16 | WrapperManager: 
INFO   | jvm 1    | 2013/03/10 16:53:16 | WrapperSimpleApp Error: Unable to locate the class main.ShutdownComputer : java.lang.ClassNotFoundException: main.ShutdownComputer
INFO   | jvm 1    | 2013/03/10 16:53:16 | 
INFO   | jvm 1    | 2013/03/10 16:53:16 | WrapperSimpleApp Usage:
INFO   | jvm 1    | 2013/03/10 16:53:16 |   java org.tanukisoftware.wrapper.WrapperSimpleApp {app_class{/app_method}} [app_arguments]
INFO   | jvm 1    | 2013/03/10 16:53:16 | 
INFO   | jvm 1    | 2013/03/10 16:53:16 | Where:
INFO   | jvm 1    | 2013/03/10 16:53:16 |   app_class:      The fully qualified class name of the application to run.
INFO   | jvm 1    | 2013/03/10 16:53:16 |   app_arguments:  The arguments that would normally be passed to the
INFO   | jvm 1    | 2013/03/10 16:53:16 |                   application.
ERROR  | wrapper  | 2013/03/10 16:53:18 | JVM exited while loading the application.
STATUS | wrapper  | 2013/03/10 16:53:23 | Launching a JVM...
INFO   | jvm 2    | 2013/03/10 16:53:23 | WrapperManager: Initializing...
INFO   | jvm 2    | 2013/03/10 16:53:23 | WrapperManager: 
INFO   | jvm 2    | 2013/03/10 16:53:23 | WrapperManager: WARNING - Unable to load the Wrapper's native library 'wrapper.dll'.
INFO   | jvm 2    | 2013/03/10 16:53:23 | WrapperManager:           The file is located on the path at the following location but
INFO   | jvm 2    | 2013/03/10 16:53:23 | WrapperManager:           could not be loaded:
INFO   | jvm 2    | 2013/03/10 16:53:23 | WrapperManager:             D:\Development\ComputerShutdown\bin\..\bin\native\lib64\wrapper.dll
INFO   | jvm 2    | 2013/03/10 16:53:23 | WrapperManager:           Please verify that the file is both readable and executable by the
INFO   | jvm 2    | 2013/03/10 16:53:23 | WrapperManager:           current user and that the file has not been corrupted in any way.
INFO   | jvm 2    | 2013/03/10 16:53:23 | WrapperManager:           One common cause of this problem is running a 32-bit version
INFO   | jvm 2    | 2013/03/10 16:53:23 | WrapperManager:           of the Wrapper with a 64-bit version of Java, or vica versa.
INFO   | jvm 2    | 2013/03/10 16:53:23 | WrapperManager:           This is a 64-bit JVM.
INFO   | jvm 2    | 2013/03/10 16:53:23 | WrapperManager:           Reported cause:
INFO   | jvm 2    | 2013/03/10 16:53:23 | WrapperManager:             D:\Development\ComputerShutdown\bin\native\lib64\wrapper.dll: Can't load IA 32-bit .dll on a AMD 64-bit platform
INFO   | jvm 2    | 2013/03/10 16:53:23 | WrapperManager:           System signals will not be handled correctly.
INFO   | jvm 2    | 2013/03/10 16:53:23 | WrapperManager: 
INFO   | jvm 2    | 2013/03/10 16:53:23 | WrapperSimpleApp Error: Unable to locate the class main.ShutdownComputer : java.lang.ClassNotFoundException: main.ShutdownComputer
INFO   | jvm 2    | 2013/03/10 16:53:23 | 
INFO   | jvm 2    | 2013/03/10 16:53:23 | WrapperSimpleApp Usage:
INFO   | jvm 2    | 2013/03/10 16:53:23 |   java org.tanukisoftware.wrapper.WrapperSimpleApp {app_class{/app_method}} [app_arguments]
INFO   | jvm 2    | 2013/03/10 16:53:23 | 
INFO   | jvm 2    | 2013/03/10 16:53:23 | Where:
INFO   | jvm 2    | 2013/03/10 16:53:23 |   app_class:      The fully qualified class name of the application to run.
INFO   | jvm 2    | 2013/03/10 16:53:23 |   app_arguments:  The arguments that would normally be passed to the
INFO   | jvm 2    | 2013/03/10 16:53:23 |                   application.
ERROR  | wrapper  | 2013/03/10 16:53:25 | JVM exited while loading the application.
STATUS | wrapper  | 2013/03/10 16:53:29 | Launching a JVM...
INFO   | jvm 3    | 2013/03/10 16:53:30 | WrapperManager: Initializing...
INFO   | jvm 3    | 2013/03/10 16:53:30 | WrapperManager: 
INFO   | jvm 3    | 2013/03/10 16:53:30 | WrapperManager: WARNING - Unable to load the Wrapper's native library 'wrapper.dll'.
INFO   | jvm 3    | 2013/03/10 16:53:30 | WrapperManager:           The file is located on the path at the following location but
INFO   | jvm 3    | 2013/03/10 16:53:30 | WrapperManager:           could not be loaded:
INFO   | jvm 3    | 2013/03/10 16:53:30 | WrapperManager:             D:\Development\ComputerShutdown\bin\..\bin\native\lib64\wrapper.dll
INFO   | jvm 3    | 2013/03/10 16:53:30 | WrapperManager:           Please verify that the file is both readable and executable by the
INFO   | jvm 3    | 2013/03/10 16:53:30 | WrapperManager:           current user and that the file has not been corrupted in any way.
INFO   | jvm 3    | 2013/03/10 16:53:30 | WrapperManager:           One common cause of this problem is running a 32-bit version
INFO   | jvm 3    | 2013/03/10 16:53:30 | WrapperManager:           of the Wrapper with a 64-bit version of Java, or vica versa.
INFO   | jvm 3    | 2013/03/10 16:53:30 | WrapperManager:           This is a 64-bit JVM.
INFO   | jvm 3    | 2013/03/10 16:53:30 | WrapperManager:           Reported cause:
INFO   | jvm 3    | 2013/03/10 16:53:30 | WrapperManager:             D:\Development\ComputerShutdown\bin\native\lib64\wrapper.dll: Can't load IA 32-bit .dll on a AMD 64-bit platform
INFO   | jvm 3    | 2013/03/10 16:53:30 | WrapperManager:           System signals will not be handled correctly.
INFO   | jvm 3    | 2013/03/10 16:53:30 | WrapperManager: 
INFO   | jvm 3    | 2013/03/10 16:53:30 | WrapperSimpleApp Error: Unable to locate the class main.ShutdownComputer : java.lang.ClassNotFoundException: main.ShutdownComputer
INFO   | jvm 3    | 2013/03/10 16:53:30 | 
INFO   | jvm 3    | 2013/03/10 16:53:30 | WrapperSimpleApp Usage:
INFO   | jvm 3    | 2013/03/10 16:53:30 |   java org.tanukisoftware.wrapper.WrapperSimpleApp {app_class{/app_method}} [app_arguments]
INFO   | jvm 3    | 2013/03/10 16:53:30 | 
INFO   | jvm 3    | 2013/03/10 16:53:30 | Where:
INFO   | jvm 3    | 2013/03/10 16:53:30 |   app_class:      The fully qualified class name of the application to run.
INFO   | jvm 3    | 2013/03/10 16:53:30 |   app_arguments:  The arguments that would normally be passed to the
INFO   | jvm 3    | 2013/03/10 16:53:30 |                   application.
ERROR  | wrapper  | 2013/03/10 16:53:32 | JVM exited while loading the application.
STATUS | wrapper  | 2013/03/10 16:53:36 | Launching a JVM...
INFO   | jvm 4    | 2013/03/10 16:53:37 | WrapperManager: Initializing...
INFO   | jvm 4    | 2013/03/10 16:53:37 | WrapperManager: 
INFO   | jvm 4    | 2013/03/10 16:53:37 | WrapperManager: WARNING - Unable to load the Wrapper's native library 'wrapper.dll'.
INFO   | jvm 4    | 2013/03/10 16:53:37 | WrapperManager:           The file is located on the path at the following location but
INFO   | jvm 4    | 2013/03/10 16:53:37 | WrapperManager:           could not be loaded:
INFO   | jvm 4    | 2013/03/10 16:53:37 | WrapperManager:             D:\Development\ComputerShutdown\bin\..\bin\native\lib64\wrapper.dll
INFO   | jvm 4    | 2013/03/10 16:53:37 | WrapperManager:           Please verify that the file is both readable and executable by the
INFO   | jvm 4    | 2013/03/10 16:53:37 | WrapperManager:           current user and that the file has not been corrupted in any way.
INFO   | jvm 4    | 2013/03/10 16:53:37 | WrapperManager:           One common cause of this problem is running a 32-bit version
INFO   | jvm 4    | 2013/03/10 16:53:37 | WrapperManager:           of the Wrapper with a 64-bit version of Java, or vica versa.
INFO   | jvm 4    | 2013/03/10 16:53:37 | WrapperManager:           This is a 64-bit JVM.
INFO   | jvm 4    | 2013/03/10 16:53:37 | WrapperManager:           Reported cause:
INFO   | jvm 4    | 2013/03/10 16:53:37 | WrapperManager:             D:\Development\ComputerShutdown\bin\native\lib64\wrapper.dll: Can't load IA 32-bit .dll on a AMD 64-bit platform
INFO   | jvm 4    | 2013/03/10 16:53:37 | WrapperManager:           System signals will not be handled correctly.
INFO   | jvm 4    | 2013/03/10 16:53:37 | WrapperManager: 
INFO   | jvm 4    | 2013/03/10 16:53:37 | WrapperSimpleApp Error: Unable to locate the class main.ShutdownComputer : java.lang.ClassNotFoundException: main.ShutdownComputer
INFO   | jvm 4    | 2013/03/10 16:53:37 | 
INFO   | jvm 4    | 2013/03/10 16:53:37 | WrapperSimpleApp Usage:
INFO   | jvm 4    | 2013/03/10 16:53:37 |   java org.tanukisoftware.wrapper.WrapperSimpleApp {app_class{/app_method}} [app_arguments]
INFO   | jvm 4    | 2013/03/10 16:53:37 | 
INFO   | jvm 4    | 2013/03/10 16:53:37 | Where:
INFO   | jvm 4    | 2013/03/10 16:53:37 |   app_class:      The fully qualified class name of the application to run.
INFO   | jvm 4    | 2013/03/10 16:53:37 |   app_arguments:  The arguments that would normally be passed to the
INFO   | jvm 4    | 2013/03/10 16:53:37 |                   application.
ERROR  | wrapper  | 2013/03/10 16:53:38 | JVM exited while loading the application.
STATUS | wrapper  | 2013/03/10 16:53:43 | Launching a JVM...
INFO   | jvm 5    | 2013/03/10 16:53:43 | WrapperManager: Initializing...
INFO   | jvm 5    | 2013/03/10 16:53:44 | WrapperJNI Error: Not licensed to use this edition of the Wrapper native library. (1)
INFO   | jvm 5    | 2013/03/10 16:53:44 | WrapperJNI Error:  This can happen if the Wrapper binary is not the same version and edition as that of the Wrapper's JNI native library file.
INFO   | jvm 5    | 2013/03/10 16:53:44 | WrapperJNI Error: Shutting down.
INFO   | jvm 5    | 2013/03/10 16:53:44 | WrapperSimpleApp Error: Unable to locate the class main.ShutdownComputer : java.lang.ClassNotFoundException: main.ShutdownComputer
INFO   | jvm 5    | 2013/03/10 16:53:44 | 
INFO   | jvm 5    | 2013/03/10 16:53:44 | WrapperSimpleApp Usage:
INFO   | jvm 5    | 2013/03/10 16:53:44 |   java org.tanukisoftware.wrapper.WrapperSimpleApp {app_class{/app_method}} [app_arguments]
INFO   | jvm 5    | 2013/03/10 16:53:44 | 
INFO   | jvm 5    | 2013/03/10 16:53:44 | Where:
INFO   | jvm 5    | 2013/03/10 16:53:44 |   app_class:      The fully qualified class name of the application to run.
INFO   | jvm 5    | 2013/03/10 16:53:44 |   app_arguments:  The arguments that would normally be passed to the
INFO   | jvm 5    | 2013/03/10 16:53:44 |                   application.
ERROR  | wrapper  | 2013/03/10 16:53:44 | JVM exited while loading the application.
FATAL  | wrapper  | 2013/03/10 16:53:45 | There were 5 failed launches in a row, each lasting less than 300 seconds.  Giving up.
FATAL  | wrapper  | 2013/03/10 16:53:45 |   There may be a configuration problem: please check the logs.
STATUS | wrapper  | 2013/03/10 16:53:45 | <-- Wrapper Stopped
STATUS | wrapper  | 2013/03/10 16:53:47 | --> Wrapper Started as Console
STATUS | wrapper  | 2013/03/10 16:53:47 | Java Service Wrapper Community Edition 32-bit 3.5.17
STATUS | wrapper  | 2013/03/10 16:53:47 |   Copyright (C) 1999-2012 Tanuki Software, Ltd. All Rights Reserved.
STATUS | wrapper  | 2013/03/10 16:53:47 |     http://wrapper.tanukisoftware.com
STATUS | wrapper  | 2013/03/10 16:53:47 | 
STATUS | wrapper  | 2013/03/10 16:53:47 | Launching a JVM...
INFO   | jvm 1    | 2013/03/10 16:53:47 | WrapperManager: Initializing...
INFO   | jvm 1    | 2013/03/10 16:53:48 | WrapperJNI Error: Not licensed to use this edition of the Wrapper native library. (1)
INFO   | jvm 1    | 2013/03/10 16:53:48 | WrapperJNI Error:  This can happen if the Wrapper binary is not the same version and edition as that of the Wrapper's JNI native library file.
INFO   | jvm 1    | 2013/03/10 16:53:48 | WrapperJNI Error: Shutting down.
INFO   | jvm 1    | 2013/03/10 16:53:48 | WrapperSimpleApp Error: Unable to locate the class main.ShutdownComputer : java.lang.ClassNotFoundException: main.ShutdownComputer
INFO   | jvm 1    | 2013/03/10 16:53:48 | 
INFO   | jvm 1    | 2013/03/10 16:53:48 | WrapperSimpleApp Usage:
INFO   | jvm 1    | 2013/03/10 16:53:48 |   java org.tanukisoftware.wrapper.WrapperSimpleApp {app_class{/app_method}} [app_arguments]
INFO   | jvm 1    | 2013/03/10 16:53:48 | 
INFO   | jvm 1    | 2013/03/10 16:53:48 | Where:
INFO   | jvm 1    | 2013/03/10 16:53:48 |   app_class:      The fully qualified class name of the application to run.
INFO   | jvm 1    | 2013/03/10 16:53:48 |   app_arguments:  The arguments that would normally be passed to the
INFO   | jvm 1    | 2013/03/10 16:53:48 |                   application.
ERROR  | wrapper  | 2013/03/10 16:53:48 | JVM exited while loading the application.
STATUS | wrapper  | 2013/03/10 16:53:53 | Launching a JVM...
INFO   | jvm 2    | 2013/03/10 16:53:53 | WrapperManager: Initializing...
INFO   | jvm 2    | 2013/03/10 16:53:53 | WrapperJNI Error: Not licensed to use this edition of the Wrapper native library. (1)
INFO   | jvm 2    | 2013/03/10 16:53:53 | WrapperJNI Error:  This can happen if the Wrapper binary is not the same version and edition as that of the Wrapper's JNI native library file.
INFO   | jvm 2    | 2013/03/10 16:53:53 | WrapperJNI Error: Shutting down.
INFO   | jvm 2    | 2013/03/10 16:53:53 | WrapperSimpleApp Error: Unable to locate the class main.ShutdownComputer : java.lang.ClassNotFoundException: main.ShutdownComputer
INFO   | jvm 2    | 2013/03/10 16:53:53 | 
INFO   | jvm 2    | 2013/03/10 16:53:53 | WrapperSimpleApp Usage:
INFO   | jvm 2    | 2013/03/10 16:53:53 |   java org.tanukisoftware.wrapper.WrapperSimpleApp {app_class{/app_method}} [app_arguments]
INFO   | jvm 2    | 2013/03/10 16:53:53 | 
INFO   | jvm 2    | 2013/03/10 16:53:53 | Where:
INFO   | jvm 2    | 2013/03/10 16:53:53 |   app_class:      The fully qualified class name of the application to run.
INFO   | jvm 2    | 2013/03/10 16:53:53 |   app_arguments:  The arguments that would normally be passed to the
INFO   | jvm 2    | 2013/03/10 16:53:53 |                   application.
ERROR  | wrapper  | 2013/03/10 16:53:54 | JVM exited while loading the application.
STATUS | wrapper  | 2013/03/10 16:57:49 | --> Wrapper Started as Console
STATUS | wrapper  | 2013/03/10 16:57:49 | Java Service Wrapper Community Edition 32-bit 3.5.17
STATUS | wrapper  | 2013/03/10 16:57:49 |   Copyright (C) 1999-2012 Tanuki Software, Ltd. All Rights Reserved.
STATUS | wrapper  | 2013/03/10 16:57:49 |     http://wrapper.tanukisoftware.com
STATUS | wrapper  | 2013/03/10 16:57:49 | 
STATUS | wrapper  | 2013/03/10 16:57:49 | Launching a JVM...
INFO   | jvm 1    | 2013/03/10 16:57:50 | WrapperManager: Initializing...
INFO   | jvm 1    | 2013/03/10 16:57:50 | WrapperJNI Error: Not licensed to use this edition of the Wrapper native library. (1)
INFO   | jvm 1    | 2013/03/10 16:57:50 | WrapperJNI Error:  This can happen if the Wrapper binary is not the same version and edition as that of the Wrapper's JNI native library file.
